State_Name,District_Name,Year,Crop,Yield
rajasthan,banswara,2019,masoor,0.9090909090909091
rajasthan,banswara,2019,other  rabi pulses,0.7046186895810956
rajasthan,banswara,2019,other oilseeds,0.36585365853658536
rajasthan,banswara,2019,rapeseed &mustard,1.3146067415730338
rajasthan,banswara,2019,wheat,2.010314915616534
rajasthan,banswara,2019,dry chillies,0.09408602150537634
rajasthan,banswara,2019,garlic,0.6666666666666666
rajasthan,banswara,2019,guar seed,0.17305151915455746
rajasthan,banswara,2019,onion,0.9393939393939394
rajasthan,banswara,2019,potato,1.0
rajasthan,banswara,2019,sannhamp,0.08288770053475936
rajasthan,banswara,2019,sugarcane,45.44285714285714
rajasthan,banswara,2020,arhar/tur,0.4902904564315353
rajasthan,banswara,2020,bajra,1.1111111111111112
rajasthan,banswara,2020,castor seed,0.1935483870967742
rajasthan,banswara,2020,cotton(lint),0.381853555005306
rajasthan,banswara,2020,groundnut,1.9682539682539681
rajasthan,banswara,2020,jowar,0.6996197718631179
rajasthan,banswara,2020,maize,2.066019417475728
rajasthan,banswara,2020,moong(green gram),0.5
rajasthan,banswara,2020,other kharif pulses,0.5151515151515151
rajasthan,banswara,2020,rice,0.6515706515706515
rajasthan,banswara,2020,sesamum,0.4079147640791476
rajasthan,banswara,2020,small millets,0.130550621669627
rajasthan,banswara,2020,soyabean,0.9624802942722018
rajasthan,banswara,2020,urad,0.4226404899135447
rajasthan,banswara,2020,barley,2.849825378346915
rajasthan,banswara,2020,gram,0.7783482788544981
rajasthan,banswara,2020,linseed,0.3548387096774194
rajasthan,banswara,2020,masoor,1.0
rajasthan,banswara,2020,other  rabi pulses,0.7040581929555896
rajasthan,banswara,2020,other oilseeds,0.41379310344827586
rajasthan,banswara,2020,rapeseed &mustard,1.5585585585585586
rajasthan,banswara,2020,wheat,2.0490168735183376
rajasthan,banswara,2020,dry chillies,0.361323155216285
rajasthan,banswara,2020,garlic,0.5
rajasthan,banswara,2020,guar seed,0.5168831168831168
rajasthan,banswara,2020,onion,0.94
rajasthan,banswara,2020,sannhamp,0.125
rajasthan,banswara,2020,sugarcane,53.333333333333336
rajasthan,baran,2015,arhar/tur,0.19444444444444445
rajasthan,baran,2015,bajra,0.43417251341312424
rajasthan,baran,2015,dry ginger,3.3
rajasthan,baran,2015,groundnut,1.2317880794701987
rajasthan,baran,2015,jowar,1.2209567198177675
rajasthan,baran,2015,maize,1.4885125936010892
rajasthan,baran,2015,moong(green gram),0.16470588235294117
rajasthan,baran,2015,rice,2.4981631153563555
rajasthan,baran,2015,sesamum,0.1488922268118663
rajasthan,baran,2015,soyabean,1.3408730320165982
